mode,question_index,question,gold_item,rerank_score,rerank_percentile,embedding_similarity,embedding_percentile,total_items_count,avg_percentile
chunk,0,在2024年，一个西方大国讨论了暂缓向其中东盟友供应进攻性武器，以应对一场人道危机；同年晚些时候，一个地区强国因关键人物被暗杀而威胁发动导弹报复；在年中，加沙地带的一个难民营袭击事件中，该西方大国被报...,"标题: “要求多次遭以色列无视，拜登政府讨论暂缓向以供应进攻性武器”
“要求多次遭以色列无视，拜登政府讨论暂缓向以供应进攻性武器”
【文/观察者网 王世纯】据美国全国广播公司网站（NBC News）1...",0.19253816619983438,0.1,0.6007574796676636,0.1,10,0.1
chunk,0,在2024年，一个西方大国讨论了暂缓向其中东盟友供应进攻性武器，以应对一场人道危机；同年晚些时候，一个地区强国因关键人物被暗杀而威胁发动导弹报复；在年中，加沙地带的一个难民营袭击事件中，该西方大国被报...,"标题: “这是一场真正的屠杀：以色列为救4人，杀害上百人”
“这是一场真正的屠杀：以色列为救4人，杀害上百人”
【文/观察者网 陈思佳】当地时间6月8日，以色列国防军对加沙中部努赛赖特难民营发动袭击，...",0.15694261558040223,0.2,0.5718010663986206,0.2,10,0.2
chunk,1,一位美国前总统，在2020年对伊朗实施了强硬政策，并在2024年干预了一个中东盟友原定于当年5月进行的军事行动——该行动针对伊朗核设施。同年早些时候，这个盟友的最高法院作出了一项影响政府资金分配的争议...,"标题: 第二任期继续“极限施压”阻止伊朗核计划，特朗普不惜动武？
第二任期继续“极限施压”阻止伊朗核计划，特朗普不惜动武？
据美国《华尔街日报》12月13日报道，美国当选总统特朗普预计将在第二任期延续...",0.15718087596281738,0.2,0.5924251675605774,0.1,10,0.15000000000000002
chunk,1,一位美国前总统，在2020年对伊朗实施了强硬政策，并在2024年干预了一个中东盟友原定于当年5月进行的军事行动——该行动针对伊朗核设施。同年早些时候，这个盟友的最高法院作出了一项影响政府资金分配的争议...,"标题: 美媒：以色列原计划5月轰炸伊朗核设施，但被特朗普拦住了
美媒：以色列原计划5月轰炸伊朗核设施，但被特朗普拦住了
【文/观察者网 陈思佳】据美国《纽约时报》4月16日报道，多名政府官员和知情人士...",0.16824463261716585,0.1,0.49757665395736694,0.2,10,0.15000000000000002
chunk,1,一位美国前总统，在2020年对伊朗实施了强硬政策，并在2024年干预了一个中东盟友原定于当年5月进行的军事行动——该行动针对伊朗核设施。同年早些时候，这个盟友的最高法院作出了一项影响政府资金分配的争议...,"标题: 内塔尼亚胡重大政治危机：犹太教徒或被迫上前线
内塔尼亚胡重大政治危机：犹太教徒或被迫上前线李泽西欢迎一切建议和意见
内塔尼亚胡重大政治危机：犹太教徒或被迫上前线
当地时间28日，以色列最高法院...",0.005858961089111973,0.8,0.36811643838882446,0.7,10,0.75
chunk,2,在2024年，一个中东国家计划对一个被指控秘密发展核能力的国家发动军事行动，但这一计划被一个西方大国当选领导人明确反对。反对后不久，被针对的国家对该西方大国在中东地区的军事设施发动了报复性袭击。这次袭...,"标题: 美媒：以色列原计划5月轰炸伊朗核设施，但被特朗普拦住了
美媒：以色列原计划5月轰炸伊朗核设施，但被特朗普拦住了
【文/观察者网 陈思佳】据美国《纽约时报》4月16日报道，多名政府官员和知情人士...",0.1154400623074575,0.1,0.5405336022377014,0.1,10,0.1
chunk,2,在2024年，一个中东国家计划对一个被指控秘密发展核能力的国家发动军事行动，但这一计划被一个西方大国当选领导人明确反对。反对后不久，被针对的国家对该西方大国在中东地区的军事设施发动了报复性袭击。这次袭...,"标题: 第二任期继续“极限施压”阻止伊朗核计划，特朗普不惜动武？
第二任期继续“极限施压”阻止伊朗核计划，特朗普不惜动武？
据美国《华尔街日报》12月13日报道，美国当选总统特朗普预计将在第二任期延续...",0.11022910177889693,0.2,0.535377562046051,0.2,10,0.2
chunk,2,在2024年，一个中东国家计划对一个被指控秘密发展核能力的国家发动军事行动，但这一计划被一个西方大国当选领导人明确反对。反对后不久，被针对的国家对该西方大国在中东地区的军事设施发动了报复性袭击。这次袭...,"标题: 美官员：伊朗袭击几个小时前，美军收到伊拉克的提前预警
美官员：伊朗袭击几个小时前，美军收到伊拉克的提前预警
【编译/观察者网 齐倩】“我们是知情的，是伊拉克人告诉我们的，这提前了好几个小时。”...",0.06352444666785487,0.4,0.4432719945907593,0.4,10,0.4
chunk,3,在一个关键年份，一个西亚国家对美军基地发动了袭击；随后，一位美国领导人对该国的核计划表达了担忧；之后不久，以色列计划对该国实施一项秘密军事行动。这个国家的名称是什么？,"标题: 美官员：伊朗袭击几个小时前，美军收到伊拉克的提前预警
美官员：伊朗袭击几个小时前，美军收到伊拉克的提前预警
【编译/观察者网 齐倩】“我们是知情的，是伊拉克人告诉我们的，这提前了好几个小时。”...",0.1337981543429783,0.2,0.47043782472610474,0.3,10,0.25
chunk,3,在一个关键年份，一个西亚国家对美军基地发动了袭击；随后，一位美国领导人对该国的核计划表达了担忧；之后不久，以色列计划对该国实施一项秘密军事行动。这个国家的名称是什么？,"标题: 第二任期继续“极限施压”阻止伊朗核计划，特朗普不惜动武？
第二任期继续“极限施压”阻止伊朗核计划，特朗普不惜动武？
据美国《华尔街日报》12月13日报道，美国当选总统特朗普预计将在第二任期延续...",0.11710368809106314,0.3,0.5036126375198364,0.2,10,0.25
chunk,3,在一个关键年份，一个西亚国家对美军基地发动了袭击；随后，一位美国领导人对该国的核计划表达了担忧；之后不久，以色列计划对该国实施一项秘密军事行动。这个国家的名称是什么？,"标题: 美媒：以色列原计划5月轰炸伊朗核设施，但被特朗普拦住了
美媒：以色列原计划5月轰炸伊朗核设施，但被特朗普拦住了
【文/观察者网 陈思佳】据美国《纽约时报》4月16日报道，多名政府官员和知情人士...",0.159707621005232,0.1,0.5564267635345459,0.1,10,0.1
chunk,4,在2024年，一家生产关键弹药的欧洲军工企业的高管面临外部安全威胁；同时，美国讨论了调整对中东盟友的武器供应策略；此外，一个西亚国家被指控计划向特定大国转移短程导弹。在这些事件中，哪个国家被指控为威胁...,"标题: 美官员声称：俄计划暗杀德国军火巨头莱茵金属总裁
【文/观察者网 汪淼】
据美国有线电视新闻网（CNN）7月11日报道，五名来自美国及其他西方国家的知情官员透露，美国情报机构发现俄罗斯政府计划暗...",0.07009312790365622,0.2,0.49177318811416626,0.4,10,0.30000000000000004
chunk,4,在2024年，一家生产关键弹药的欧洲军工企业的高管面临外部安全威胁；同时，美国讨论了调整对中东盟友的武器供应策略；此外，一个西亚国家被指控计划向特定大国转移短程导弹。在这些事件中，哪个国家被指控为威胁...,"标题: “要求多次遭以色列无视，拜登政府讨论暂缓向以供应进攻性武器”
“要求多次遭以色列无视，拜登政府讨论暂缓向以供应进攻性武器”
【文/观察者网 王世纯】据美国全国广播公司网站（NBC News）1...",0.0640786292833273,0.3,0.504999041557312,0.2,10,0.25
chunk,4,在2024年，一家生产关键弹药的欧洲军工企业的高管面临外部安全威胁；同时，美国讨论了调整对中东盟友的武器供应策略；此外，一个西亚国家被指控计划向特定大国转移短程导弹。在这些事件中，哪个国家被指控为威胁...,"标题: 欧洲情报界又开始传：俄军要接收伊朗短程弹道导弹
据路透社8月9日报道，两位匿名的欧洲情报官员透露，伊朗预计将很快向俄罗斯交付数百枚短程弹道导弹，目前正有数十名俄罗斯军方人员正在伊朗接受使用“法...",0.14372166280818763,0.1,0.6217824816703796,0.1,10,0.1
